word_count,grapheme_count,codepoint_count,src,single_line_width_px,wrapped_line_count,estimated_image_height_px,fits_single_line,pixels_per_grapheme
12,44,60,CulturaX,1238.875,2,134,False,28.15625
24,101,142,CulturaX,2633.34375,3,177,False,26.072710396039604
34,147,210,CulturaX,3991.484375,5,263,False,27.15295493197279
16,58,80,CulturaX,1607.265625,2,134,False,27.71147629310345
19,89,120,CulturaX,2386.03125,3,177,False,26.809339887640448
9,34,48,CulturaX,940.8125,1,91,True,27.670955882352942
18,80,113,CulturaX,2143.484375,3,177,False,26.7935546875
8,32,49,CulturaX,869.671875,1,91,True,27.17724609375
8,38,58,CulturaX,1091.03125,2,134,False,28.711348684210527
14,57,86,CulturaX,1696.90625,2,134,False,29.770285087719298
13,46,64,CulturaX,1290.0625,2,134,False,28.04483695652174
8,31,39,CulturaX,776.265625,1,91,True,25.040826612903224
31,152,210,CulturaX,3806.25,5,263,False,25.04111842105263
25,91,125,CulturaX,2402.71875,3,177,False,26.403502747252748
14,63,84,CulturaX,1666.140625,2,134,False,26.44667658730159
19,86,126,CulturaX,2445.0,3,177,False,28.430232558139537
35,169,230,CulturaX,4391.78125,5,263,False,25.98687130177515
15,65,96,CulturaX,1717.171875,2,134,False,26.418028846153845
26,116,166,CulturaX,3230.890625,4,220,False,27.852505387931036
27,110,164,CulturaX,2988.046875,4,220,False,27.1640625
7,31,45,CulturaX,808.390625,1,91,True,26.077116935483872
58,264,377,CulturaX,7107.078125,8,392,False,26.920750473484848
7,22,27,CulturaX,572.109375,1,91,True,26.00497159090909
21,88,129,CulturaX,2414.1875,3,177,False,27.433948863636363
7,23,36,CulturaX,617.28125,1,91,True,26.838315217391305
23,118,163,CulturaX,3161.453125,4,220,False,26.79197563559322
8,37,60,CulturaX,1056.5625,2,134,False,28.555743243243242
17,78,109,CulturaX,2049.703125,3,177,False,26.278245192307693
10,51,77,CulturaX,1418.484375,2,134,False,27.813419117647058
30,135,187,CulturaX,3557.75,4,220,False,26.353703703703705
7,28,36,CulturaX,691.578125,1,91,True,24.69921875
12,59,81,CulturaX,1526.3125,2,134,False,25.86970338983051
21,112,157,CulturaX,2945.65625,4,220,False,26.300502232142858
25,109,158,CulturaX,2931.4375,4,220,False,26.893922018348626
8,39,59,CulturaX,1081.125,2,134,False,27.721153846153847
14,66,97,CulturaX,1640.953125,2,134,False,24.862926136363637
7,44,52,CulturaX,960.078125,2,134,False,21.819957386363637
13,53,73,CulturaX,1365.109375,2,134,False,25.75678066037736
7,34,51,CulturaX,887.640625,1,91,True,26.10707720588235
8,38,50,CulturaX,962.53125,2,134,False,25.329769736842106
32,141,193,CulturaX,3596.8125,4,220,False,25.5093085106383
9,38,56,CulturaX,1101.296875,2,134,False,28.981496710526315
28,131,187,CulturaX,3464.96875,4,220,False,26.450143129770993
8,25,33,CulturaX,632.640625,1,91,True,25.305625
10,48,70,CulturaX,1254.53125,2,134,False,26.136067708333332
8,29,42,CulturaX,840.40625,1,91,True,28.979525862068964
63,292,414,CulturaX,7624.203125,9,435,False,26.110284674657535
31,139,190,CulturaX,3580.609375,4,220,False,25.759779676258994
38,157,209,CulturaX,4071.421875,5,263,False,25.932623407643312
7,29,43,CulturaX,806.703125,1,91,True,27.817349137931036
8,48,75,CulturaX,1341.765625,2,134,False,27.953450520833332
10,36,53,CulturaX,1067.375,2,134,False,29.649305555555557
17,82,121,CulturaX,2215.609375,3,177,False,27.019626524390244
9,38,58,CulturaX,1142.75,2,134,False,30.07236842105263
28,118,164,CulturaX,3089.5625,4,220,False,26.182733050847457
9,34,48,CulturaX,847.984375,1,91,True,24.940716911764707
16,68,96,CulturaX,1789.28125,2,134,False,26.31295955882353
13,60,87,CulturaX,1683.140625,2,134,False,28.05234375
7,26,35,CulturaX,648.828125,1,91,True,24.954927884615383
18,82,112,CulturaX,2128.515625,3,177,False,25.95750762195122
10,39,55,CulturaX,1053.375,2,134,False,27.009615384615383
23,99,143,CulturaX,2640.828125,3,177,False,26.675031565656564
30,132,191,CulturaX,3363.453125,4,220,False,25.480705492424242
51,247,361,CulturaX,6477.4375,8,392,False,26.224443319838056
21,105,161,CulturaX,3077.515625,4,220,False,29.309672619047618
16,68,89,CulturaX,1787.84375,2,134,False,26.291819852941178
37,173,248,CulturaX,4466.328125,5,263,False,25.81692557803468
30,127,185,CulturaX,3523.875,4,220,False,27.74704724409449
7,26,40,CulturaX,779.84375,1,91,True,29.993990384615383
34,153,217,CulturaX,4089.765625,5,263,False,26.73049428104575
7,31,45,CulturaX,815.4375,1,91,True,26.304435483870968
15,68,89,CulturaX,1713.625,2,134,False,25.200367647058822
11,49,67,CulturaX,1364.65625,2,134,False,27.850127551020407
14,72,113,CulturaX,1949.234375,3,177,False,27.07269965277778
12,48,67,CulturaX,1297.453125,2,134,False,27.0302734375
31,140,204,CulturaX,3692.421875,4,220,False,26.374441964285715
61,260,353,CulturaX,7041.0,8,392,False,27.08076923076923
18,76,107,CulturaX,2010.796875,3,177,False,26.45785361842105
9,33,43,CulturaX,812.828125,1,91,True,24.631155303030305
22,91,123,CulturaX,2421.5625,3,177,False,26.610576923076923
19,80,115,CulturaX,2301.84375,3,177,False,28.773046875
21,92,125,CulturaX,2520.875,3,177,False,27.400815217391305
17,87,127,CulturaX,2367.96875,3,177,False,27.218031609195403
12,45,61,CulturaX,1145.5,2,134,False,25.455555555555556
10,39,51,CulturaX,1019.3125,2,134,False,26.13621794871795
34,171,253,CulturaX,4578.765625,5,263,False,26.77640716374269
20,102,165,CulturaX,3023.265625,4,220,False,29.63985906862745
10,47,69,CulturaX,1409.734375,2,134,False,29.99434840425532
30,131,192,CulturaX,3623.875,4,220,False,27.6631679389313
21,107,149,CulturaX,2788.28125,4,220,False,26.058703271028037
18,86,113,CulturaX,2021.65625,3,177,False,23.507630813953487
8,32,45,CulturaX,895.828125,1,91,True,27.99462890625
15,62,76,CulturaX,1617.546875,2,134,False,26.089465725806452
18,96,139,CulturaX,2500.734375,3,177,False,26.04931640625
41,172,249,CulturaX,4799.359375,6,306,False,27.90325218023256
28,126,186,CulturaX,3563.46875,4,220,False,28.281498015873016
23,92,127,CulturaX,2306.484375,3,177,False,25.070482336956523
11,52,69,CulturaX,1337.84375,2,134,False,25.727764423076923
11,43,61,CulturaX,1112.3125,2,134,False,25.867732558139537
11,43,60,CulturaX,1068.421875,2,134,False,24.84702034883721
7,32,48,CulturaX,894.515625,1,91,True,27.95361328125
7,29,41,CulturaX,762.015625,1,91,True,26.276400862068964
18,79,109,CulturaX,2179.453125,3,177,False,27.58801424050633
9,38,52,CulturaX,971.96875,2,134,False,25.578125
13,61,78,CulturaX,1538.5625,2,134,False,25.22233606557377
11,57,66,CulturaX,1169.921875,2,134,False,20.524945175438596
13,65,91,CulturaX,1584.5,2,134,False,24.376923076923077
27,130,179,CulturaX,3483.1875,4,220,False,26.79375
33,133,187,CulturaX,3437.5625,4,220,False,25.846334586466167
19,88,131,CulturaX,2397.953125,3,177,False,27.249467329545453
14,54,76,CulturaX,1497.484375,2,134,False,27.73119212962963
10,43,64,CulturaX,1117.65625,2,134,False,25.992005813953487
16,68,99,CulturaX,1808.4375,2,134,False,26.594669117647058
18,76,115,CulturaX,2075.796875,3,177,False,27.31311677631579
10,36,50,CulturaX,833.015625,1,91,True,23.139322916666668
9,40,56,CulturaX,1088.296875,2,134,False,27.207421875
8,37,51,CulturaX,1059.046875,2,134,False,28.622888513513512
16,79,114,CulturaX,2087.84375,3,177,False,26.428401898734176
11,37,47,CulturaX,794.5,1,91,True,21.472972972972972
8,31,45,CulturaX,851.1875,1,91,True,27.45766129032258
9,36,51,CulturaX,921.28125,1,91,True,25.591145833333332
9,32,42,CulturaX,849.6875,1,91,True,26.552734375
10,37,55,CulturaX,1051.765625,2,134,False,28.426097972972972
10,50,72,CulturaX,1328.046875,2,134,False,26.5609375
29,121,169,CulturaX,3247.8125,4,220,False,26.84142561983471
34,174,255,CulturaX,4519.828125,5,263,False,25.97602370689655
9,41,53,CulturaX,1108.359375,2,134,False,27.033155487804876
32,128,185,CulturaX,3428.8125,4,220,False,26.78759765625
19,87,134,CulturaX,2408.34375,3,177,False,27.682112068965516
26,107,156,CulturaX,2917.578125,4,220,False,27.26708528037383
11,51,63,CulturaX,1307.59375,2,134,False,25.639093137254903
10,37,54,CulturaX,1026.703125,2,134,False,27.74873310810811
8,43,63,CulturaX,1150.109375,2,134,False,26.74672965116279
16,69,102,CulturaX,1825.578125,2,134,False,26.457653985507246
16,86,126,CulturaX,2322.640625,3,177,False,27.007449127906977
21,103,154,CulturaX,2908.75,4,220,False,28.240291262135923
46,204,283,CulturaX,5416.203125,6,306,False,26.55001531862745
7,28,40,CulturaX,779.0625,1,91,True,27.823660714285715
32,140,200,CulturaX,3834.546875,5,263,False,27.389620535714286
20,92,117,CulturaX,2450.765625,3,177,False,26.63875679347826
24,112,149,CulturaX,2903.34375,4,220,False,25.922712053571427
9,41,56,CulturaX,1081.453125,2,134,False,26.376905487804876
26,114,166,CulturaX,2938.8125,4,220,False,25.77905701754386
20,92,122,CulturaX,2474.296875,3,177,False,26.89453125
8,43,64,CulturaX,1210.203125,2,134,False,28.14425872093023
11,50,72,CulturaX,1359.375,2,134,False,27.1875
7,23,30,CulturaX,602.140625,1,91,True,26.180027173913043
12,54,73,CulturaX,1431.21875,2,134,False,26.504050925925927
19,74,99,CulturaX,1774.65625,2,134,False,23.981841216216218
13,52,73,CulturaX,1342.5625,2,134,False,25.818509615384617
35,166,233,CulturaX,4397.78125,5,263,False,26.49265813253012
32,144,186,CulturaX,3833.21875,5,263,False,26.61957465277778
32,129,181,CulturaX,3388.25,4,220,False,26.265503875968992
10,37,54,CulturaX,1012.1875,2,134,False,27.35641891891892
9,45,60,CulturaX,1261.4375,2,134,False,28.031944444444445
33,171,251,CulturaX,4609.921875,6,306,False,26.95860745614035
13,69,109,CulturaX,1880.25,3,177,False,27.25
7,24,34,CulturaX,620.703125,1,91,True,25.862630208333332
23,86,114,CulturaX,2275.546875,3,177,False,26.45984738372093
21,84,118,CulturaX,2261.09375,3,177,False,26.917782738095237
9,45,63,CulturaX,1214.890625,2,134,False,26.997569444444444
12,48,66,CulturaX,1310.140625,2,134,False,27.294596354166668
49,280,375,CulturaX,7200.671875,8,392,False,25.716685267857144
40,178,255,CulturaX,4824.15625,6,306,False,27.10200140449438
8,29,38,CulturaX,750.78125,1,91,True,25.889008620689655
47,225,321,CulturaX,5940.859375,7,349,False,26.403819444444444
15,61,91,CulturaX,1731.640625,2,134,False,28.387551229508198
14,61,76,CulturaX,1496.71875,2,134,False,24.536372950819672
15,59,73,CulturaX,1312.90625,2,134,False,22.252648305084747
9,39,53,CulturaX,1013.203125,2,134,False,25.979567307692307
8,34,52,CulturaX,887.90625,1,91,True,26.11488970588235
24,121,173,CulturaX,3063.421875,4,220,False,25.317536157024794
10,48,67,CulturaX,1293.015625,2,134,False,26.937825520833332
112,467,641,CulturaX,12196.625,14,650,False,26.116970021413277
19,78,113,CulturaX,2104.0,3,177,False,26.974358974358974
15,73,107,CulturaX,1996.1875,3,177,False,27.34503424657534
8,33,42,CulturaX,861.4375,1,91,True,26.104166666666668
16,69,92,CulturaX,1873.078125,2,134,False,27.146059782608695
8,34,49,CulturaX,947.703125,1,91,True,27.873621323529413
12,48,66,CulturaX,1169.40625,2,134,False,24.362630208333332
40,217,317,CulturaX,5942.46875,7,349,False,27.38464861751152
65,269,365,CulturaX,7156.484375,8,392,False,26.604031133828997
10,45,65,CulturaX,1190.640625,2,134,False,26.458680555555556
20,94,123,CulturaX,2467.734375,3,177,False,26.25249335106383
32,134,181,CulturaX,3518.796875,4,220,False,26.25967817164179
25,116,168,CulturaX,3097.21875,4,220,False,26.700161637931036
8,40,55,CulturaX,1117.1875,2,134,False,27.9296875
24,120,173,CulturaX,3143.953125,4,220,False,26.199609375
14,61,85,CulturaX,1602.84375,2,134,False,26.276127049180328
23,131,145,CulturaX,2817.90625,3,177,False,21.510734732824428
7,31,42,CulturaX,776.640625,1,91,True,25.052923387096776
22,105,151,CulturaX,2803.390625,3,177,False,26.698958333333334
18,88,133,CulturaX,2325.546875,3,177,False,26.42666903409091
10,50,71,CulturaX,1342.3125,2,134,False,26.84625
12,54,73,CulturaX,1485.84375,2,134,False,27.515625
15,62,92,CulturaX,1720.5625,2,134,False,27.751008064516128
8,40,58,CulturaX,1122.546875,2,134,False,28.063671875
37,177,248,CulturaX,4599.078125,6,306,False,25.98349223163842
46,216,317,CulturaX,5626.171875,7,349,False,26.04709201388889
16,69,86,CulturaX,1865.234375,2,134,False,27.032382246376812
15,67,96,CulturaX,1782.578125,2,134,False,26.605643656716417
9,44,56,CulturaX,1050.96875,2,134,False,23.88565340909091
31,156,208,CulturaX,3766.9375,5,263,False,24.147035256410255
12,55,83,CulturaX,1496.0625,2,134,False,27.201136363636362
20,111,144,CulturaX,2721.71875,4,220,False,24.51998873873874
42,187,255,CulturaX,4785.125,6,306,False,25.58890374331551
38,196,274,CulturaX,5281.9375,6,306,False,26.948660714285715
24,119,163,CulturaX,2817.8125,3,177,False,23.679096638655462
22,98,131,CulturaX,2365.203125,3,177,False,24.134725765306122
32,143,208,CulturaX,3810.375,4,220,False,26.64597902097902
15,69,105,CulturaX,1852.5,3,177,False,26.847826086956523
22,101,140,CulturaX,2540.625,3,177,False,25.15470297029703
13,65,91,CulturaX,1693.984375,2,134,False,26.061298076923077
15,60,89,CulturaX,1693.03125,2,134,False,28.2171875
25,103,139,CulturaX,2571.640625,3,177,False,24.967384708737864
13,53,77,CulturaX,1468.609375,2,134,False,27.709610849056602
7,32,47,CulturaX,860.265625,1,91,True,26.88330078125
37,169,243,CulturaX,4655.484375,5,263,False,27.547244822485208
7,35,55,CulturaX,1003.65625,2,134,False,28.675892857142856
12,57,84,CulturaX,1552.859375,2,134,False,27.24314692982456
34,161,226,CulturaX,4304.828125,5,263,False,26.73806288819876
9,37,51,CulturaX,972.171875,2,134,False,26.27491554054054
10,46,64,CulturaX,1195.125,2,134,False,25.980978260869566
23,104,144,CulturaX,2808.75,4,220,False,27.00721153846154
8,42,62,CulturaX,1086.40625,2,134,False,25.866815476190474
20,86,125,CulturaX,2494.484375,3,177,False,29.00563226744186
47,211,304,CulturaX,5833.921875,7,349,False,27.64891883886256
15,59,79,CulturaX,1577.53125,2,134,False,26.73781779661017
15,64,83,CulturaX,1616.734375,2,134,False,25.261474609375
8,31,45,CulturaX,826.640625,1,91,True,26.665826612903224
18,64,90,CulturaX,1686.734375,2,134,False,26.355224609375
30,133,205,CulturaX,3548.140625,4,220,False,26.677749060150376
18,72,97,CulturaX,1828.78125,2,134,False,25.399739583333332
8,31,45,CulturaX,867.453125,1,91,True,27.98235887096774
44,184,265,CulturaX,4999.3125,6,306,False,27.17017663043478
26,118,152,CulturaX,3027.5625,4,220,False,25.6573093220339
10,39,53,CulturaX,1035.46875,2,134,False,26.55048076923077
32,118,165,CulturaX,2989.625,4,220,False,25.33580508474576
22,97,138,CulturaX,2836.78125,4,220,False,29.245167525773194
57,259,325,CulturaX,6636.25,8,392,False,25.622586872586872
9,35,54,CulturaX,948.1875,1,91,True,27.09107142857143
12,50,69,CulturaX,1281.53125,2,134,False,25.630625
16,69,113,CulturaX,1951.8125,3,177,False,28.28713768115942
7,29,43,CulturaX,818.65625,1,91,True,28.229525862068964
20,98,134,CulturaX,2620.46875,3,177,False,26.739477040816325
9,38,57,CulturaX,1101.734375,2,134,False,28.99300986842105
21,106,152,CulturaX,2635.53125,3,177,False,24.863502358490567
7,31,46,CulturaX,766.078125,1,91,True,24.71219758064516
19,78,102,CulturaX,1980.1875,3,177,False,25.38701923076923
45,211,293,CulturaX,5603.171875,7,349,False,26.555316943127963
7,35,47,CulturaX,910.921875,1,91,True,26.026339285714286
41,180,255,CulturaX,4896.0,6,306,False,27.2
11,47,67,CulturaX,1350.765625,2,134,False,28.73969414893617
15,68,98,CulturaX,1837.234375,2,134,False,27.018152573529413
73,296,403,CulturaX,7847.453125,9,435,False,26.51166596283784
7,30,41,CulturaX,803.34375,1,91,True,26.778125
32,151,210,CulturaX,4105.765625,5,263,False,27.19050082781457
28,124,172,CulturaX,3280.296875,4,220,False,26.454007056451612
20,85,122,CulturaX,2344.703125,3,177,False,27.584742647058825
35,157,218,CulturaX,4207.53125,5,263,False,26.799562101910826
21,98,133,CulturaX,2675.015625,3,177,False,27.296077806122447
32,146,219,CulturaX,3848.703125,5,263,False,26.36098030821918
17,69,99,CulturaX,1880.71875,3,177,False,27.25679347826087
25,119,181,CulturaX,3066.71875,4,220,False,25.77074579831933
9,46,70,CulturaX,1290.9375,2,134,False,28.063858695652176
15,62,88,CulturaX,1554.28125,2,134,False,25.06905241935484
10,45,64,CulturaX,1225.484375,2,134,False,27.23298611111111
12,55,74,CulturaX,1330.921875,2,134,False,24.198579545454546
39,133,184,CulturaX,3367.9375,4,220,False,25.32283834586466
14,67,87,CulturaX,1719.34375,2,134,False,25.661847014925375
8,42,57,CulturaX,1109.0625,2,134,False,26.40625
35,146,199,CulturaX,3708.34375,4,220,False,25.399614726027398
15,80,113,CulturaX,2061.15625,3,177,False,25.764453125
18,75,106,CulturaX,2035.875,3,177,False,27.145
28,143,199,CulturaX,3834.515625,5,263,False,26.81479458041958
15,71,99,CulturaX,2007.15625,3,177,False,28.269806338028168
9,33,47,CulturaX,939.875,1,91,True,28.481060606060606
12,49,64,CulturaX,1109.265625,2,134,False,22.638073979591837
20,93,129,CulturaX,2410.40625,3,177,False,25.918346774193548
12,47,67,CulturaX,1338.140625,2,134,False,28.471077127659573
19,66,93,CulturaX,1688.125,2,134,False,25.577651515151516
8,35,44,CulturaX,945.3125,1,91,True,27.008928571428573
15,64,94,CulturaX,1676.171875,2,134,False,26.190185546875
8,38,55,CulturaX,1027.546875,2,134,False,27.040707236842106
21,98,138,CulturaX,2527.203125,3,177,False,25.78778698979592
10,42,63,CulturaX,1168.390625,2,134,False,27.818824404761905
13,55,78,CulturaX,1475.59375,2,134,False,26.828977272727272
14,60,83,CulturaX,1544.984375,2,134,False,25.749739583333334
37,178,261,CulturaX,4807.71875,6,306,False,27.009655898876403
24,124,176,CulturaX,3273.90625,4,220,False,26.402469758064516
26,113,151,CulturaX,2940.171875,4,220,False,26.019220132743364
11,39,52,CulturaX,1019.984375,2,134,False,26.153445512820515
34,162,205,CulturaX,4054.03125,5,263,False,25.02488425925926
24,130,162,CulturaX,3088.921875,4,220,False,23.7609375
12,53,72,CulturaX,1328.515625,2,134,False,25.06633254716981
27,128,151,CulturaX,2982.078125,4,220,False,23.2974853515625
49,214,306,CulturaX,5740.015625,7,349,False,26.822502920560748
10,49,67,CulturaX,1280.203125,2,134,False,26.1265943877551
16,71,98,CulturaX,1881.21875,3,177,False,26.496038732394368
17,80,111,CulturaX,2089.40625,3,177,False,26.117578125
17,77,106,CulturaX,2057.1875,3,177,False,26.71672077922078
35,163,236,CulturaX,4372.65625,5,263,False,26.826111963190183
13,50,72,CulturaX,1368.46875,2,134,False,27.369375
8,38,50,CulturaX,1028.875,2,134,False,27.075657894736842
32,177,215,CulturaX,4128.375,5,263,False,23.324152542372882
16,72,94,CulturaX,1786.171875,2,134,False,24.807942708333332
17,71,103,CulturaX,1930.265625,3,177,False,27.186839788732396
15,63,97,CulturaX,1816.65625,3,177,False,28.83581349206349
30,121,174,CulturaX,3158.453125,4,220,False,26.102918388429753
7,29,41,CulturaX,770.1875,1,91,True,26.558189655172413
10,40,62,CulturaX,1189.46875,2,134,False,29.73671875
31,154,225,CulturaX,4152.953125,5,263,False,26.967228084415584
9,36,53,CulturaX,1006.734375,2,134,False,27.96484375
20,82,114,CulturaX,2070.375,3,177,False,25.2484756097561
9,46,72,CulturaX,1177.890625,2,134,False,25.60631793478261
8,38,52,CulturaX,967.515625,2,134,False,25.4609375
86,398,559,CulturaX,10572.359375,12,564,False,26.563717022613066
8,34,45,CulturaX,870.65625,1,91,True,25.607536764705884
27,126,173,CulturaX,3485.265625,4,220,False,27.660838293650794
24,96,137,CulturaX,2501.890625,3,177,False,26.061360677083332
27,115,170,CulturaX,3298.5625,4,220,False,28.683152173913044
15,75,106,CulturaX,2025.953125,3,177,False,27.012708333333332
22,110,169,CulturaX,3036.125,4,220,False,27.601136363636364
11,44,60,CulturaX,1143.765625,2,134,False,25.994673295454547
13,66,101,CulturaX,1835.59375,2,134,False,27.812026515151516
13,57,86,CulturaX,1531.734375,2,134,False,26.872532894736842
13,53,77,CulturaX,1372.515625,2,134,False,25.896521226415093
9,32,43,CulturaX,802.171875,1,91,True,25.06787109375
8,40,54,CulturaX,944.671875,1,91,True,23.616796875
11,38,50,CulturaX,1016.84375,2,134,False,26.75904605263158
7,33,43,CulturaX,891.28125,1,91,True,27.008522727272727
8,33,49,CulturaX,960.0625,2,134,False,29.09280303030303
24,115,146,CulturaX,2836.03125,4,220,False,24.661141304347826
9,43,66,CulturaX,1137.703125,2,134,False,26.458212209302324
15,68,103,CulturaX,1932.25,3,177,False,28.415441176470587
15,64,89,CulturaX,1677.03125,2,134,False,26.20361328125
38,190,277,CulturaX,5061.765625,6,306,False,26.640871710526316
24,101,151,CulturaX,2782.90625,4,220,False,27.55352722772277
8,37,53,CulturaX,977.953125,2,134,False,26.43116554054054
15,61,88,CulturaX,1679.859375,2,134,False,27.538678278688526
36,157,235,CulturaX,4334.28125,5,263,False,27.60688694267516
13,52,68,CulturaX,1390.765625,2,134,False,26.74549278846154
11,51,75,CulturaX,1446.109375,2,134,False,28.355085784313726
8,30,41,CulturaX,747.375,1,91,True,24.9125
8,35,46,CulturaX,915.421875,1,91,True,26.154910714285716
9,38,52,CulturaX,1030.84375,2,134,False,27.127467105263158
55,226,311,CulturaX,5906.921875,7,349,False,26.136822455752213
9,39,56,CulturaX,1006.421875,2,134,False,25.805689102564102
13,60,84,CulturaX,1631.71875,2,134,False,27.1953125
8,34,51,CulturaX,975.265625,2,134,False,28.684283088235293
15,53,75,CulturaX,1387.5,2,134,False,26.17924528301887
15,58,83,CulturaX,1603.671875,2,134,False,27.649515086206897
38,149,213,CulturaX,4093.671875,5,263,False,27.47430788590604
15,61,88,CulturaX,1576.21875,2,134,False,25.83965163934426
35,129,175,CulturaX,3388.171875,4,220,False,26.264898255813954
7,28,40,CulturaX,731.890625,1,91,True,26.138950892857142
23,90,121,CulturaX,2324.9375,3,177,False,25.832638888888887
22,111,162,CulturaX,2909.59375,4,220,False,26.212556306306308
8,32,43,CulturaX,888.609375,1,91,True,27.76904296875
9,47,66,CulturaX,1297.0,2,134,False,27.595744680851062
21,95,127,CulturaX,2546.28125,3,177,False,26.80296052631579
33,170,244,CulturaX,4555.921875,5,263,False,26.79954044117647
8,37,57,CulturaX,1034.609375,2,134,False,27.96241554054054
11,59,83,CulturaX,1539.40625,2,134,False,26.091631355932204
17,72,106,CulturaX,1917.515625,3,177,False,26.632161458333332
12,56,86,CulturaX,1489.03125,2,134,False,26.58984375
12,62,96,CulturaX,1718.421875,2,134,False,27.716481854838708
11,54,81,CulturaX,1554.625,2,134,False,28.78935185185185
8,31,45,CulturaX,814.171875,1,91,True,26.26360887096774
23,97,137,CulturaX,2716.125,3,177,False,28.001288659793815
26,121,165,CulturaX,3221.40625,4,220,False,26.62319214876033
8,34,44,CulturaX,930.6875,1,91,True,27.373161764705884
11,39,60,CulturaX,1114.9375,2,134,False,28.588141025641026
9,42,58,CulturaX,1105.28125,2,134,False,26.316220238095237
20,79,110,CulturaX,2030.65625,3,177,False,25.704509493670887
14,68,98,CulturaX,1737.125,2,134,False,25.545955882352942
7,31,42,CulturaX,863.140625,1,91,True,27.843245967741936
11,44,60,CulturaX,1228.578125,2,134,False,27.922230113636363
14,61,87,CulturaX,1668.8125,2,134,False,27.357581967213115
18,85,116,CulturaX,2311.984375,3,177,False,27.199816176470588
27,108,146,CulturaX,2774.96875,3,177,False,25.69415509259259
67,309,437,CulturaX,8223.140625,10,478,False,26.612105582524272
45,194,288,CulturaX,5320.953125,6,306,False,27.427593427835053
11,40,52,CulturaX,1051.90625,2,134,False,26.29765625
9,38,61,CulturaX,980.53125,2,134,False,25.80345394736842
14,63,93,CulturaX,1627.15625,2,134,False,25.827876984126984
8,28,42,CulturaX,748.984375,1,91,True,26.749441964285715
18,82,122,CulturaX,2202.28125,3,177,False,26.857088414634145
8,28,40,CulturaX,759.359375,1,91,True,27.119977678571427
21,100,143,CulturaX,2670.78125,3,177,False,26.7078125
9,44,65,CulturaX,1225.140625,2,134,False,27.844105113636363
15,79,108,CulturaX,1953.125,3,177,False,24.723101265822784
7,30,43,CulturaX,830.390625,1,91,True,27.6796875
7,28,42,CulturaX,740.015625,1,91,True,26.429129464285715
14,55,74,CulturaX,1372.890625,2,134,False,24.961647727272727
9,49,62,CulturaX,1100.984375,2,134,False,22.46906887755102
17,73,102,CulturaX,1922.1875,3,177,False,26.331335616438356
10,47,66,CulturaX,1262.578125,2,134,False,26.86336436170213
17,78,110,CulturaX,2139.734375,3,177,False,27.432491987179485
8,34,51,CulturaX,915.796875,1,91,True,26.93520220588235
37,143,194,CulturaX,3701.640625,5,263,False,25.885598776223777
27,120,160,CulturaX,3130.75,4,220,False,26.089583333333334
8,39,60,CulturaX,1165.140625,2,134,False,29.875400641025642
33,142,202,CulturaX,3748.484375,4,220,False,26.397777288732396
9,37,51,CulturaX,863.453125,1,91,True,23.336570945945947
16,87,122,CulturaX,2138.640625,3,177,False,24.582076149425287
9,37,59,CulturaX,1045.515625,2,134,False,28.257179054054053
12,38,48,CulturaX,963.359375,2,134,False,25.3515625
9,40,58,CulturaX,1080.390625,2,134,False,27.009765625
8,38,54,CulturaX,1095.71875,2,134,False,28.83470394736842
18,97,140,CulturaX,2756.34375,4,220,False,28.415914948453608
17,70,102,CulturaX,1896.75,2,134,False,27.09642857142857
9,45,66,CulturaX,1252.359375,2,134,False,27.830208333333335
15,68,101,CulturaX,1907.640625,3,177,False,28.053538602941178
8,34,46,CulturaX,940.09375,1,91,True,27.649816176470587
36,137,194,CulturaX,3621.921875,4,220,False,26.43738594890511
13,49,63,CulturaX,1201.5625,2,134,False,24.521683673469386
17,71,101,CulturaX,1861.953125,2,134,False,26.224691901408452
26,144,214,CulturaX,3676.703125,5,263,False,25.53266059027778
28,118,169,CulturaX,3225.1875,4,220,False,27.332097457627118
14,52,66,CulturaX,1288.359375,2,134,False,24.776141826923077
28,127,179,CulturaX,3553.109375,4,220,False,27.977239173228348
18,85,122,CulturaX,2334.140625,3,177,False,27.46047794117647
19,100,148,CulturaX,2804.421875,4,220,False,28.04421875
12,45,61,CulturaX,1281.109375,2,134,False,28.46909722222222
13,66,86,CulturaX,1780.375,2,134,False,26.97537878787879
9,38,51,CulturaX,1014.40625,2,134,False,26.694901315789473
16,67,104,CulturaX,1891.859375,3,177,False,28.23670708955224
9,37,50,CulturaX,966.15625,2,134,False,26.11233108108108
23,114,171,CulturaX,2958.5625,4,220,False,25.95230263157895
31,137,196,CulturaX,3669.5625,4,220,False,26.785127737226276
8,29,45,CulturaX,699.78125,1,91,True,24.130387931034484
19,87,118,CulturaX,2347.59375,3,177,False,26.98383620689655
32,156,224,CulturaX,3923.671875,5,263,False,25.15174278846154
26,108,154,CulturaX,2946.84375,4,220,False,27.28559027777778
9,47,62,CulturaX,1161.828125,2,134,False,24.71974734042553
22,94,132,CulturaX,2433.5,3,177,False,25.888297872340427
25,125,168,CulturaX,3066.6875,4,220,False,24.5335
20,111,159,CulturaX,3172.6875,4,220,False,28.58277027027027
10,46,62,CulturaX,1183.28125,2,134,False,25.72350543478261
7,40,56,CulturaX,1066.84375,2,134,False,26.67109375
8,29,42,CulturaX,801.0625,1,91,True,27.622844827586206
28,143,198,CulturaX,3727.046875,5,263,False,26.06326486013986
